IDIOMA_ICFES;PG_ICFES;FISICA_ICFES;ANO_INGRESO;APT_VERB_ICFES;QUIMICA_ICFES;FILOSOFIA_ICFES;GENERO;BIOLOGIA_ICFES;PROMEDIO_UNO;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_DOS;NOTA_ECUA;NOTA_TERMO;NOTA_CIR_DOS;NOTA_EL_UNO;VECES_ECUA;NOTA_FIS_TRES;NOTA_MULTI;NCP_DOS;NCA_DOS;VECES_TERMO;NOTA_EL_DOS;NOTA_MPI;NOTA_ME;NOTA_PYE;NOTA_ELD;VECES_ME;VECES_EL_DOS;NOTA_GEE;NOTA_CIR_TRES;VECES_PYE;PROMEDIO_CINCO;RENDIMIENTO_CINCO
66.03;471.01;66.68;2011;67.92;82.67;60.81;1;72.69;37.529411764705884;31;31;40;44;44;33;34;2;1;35.6875;31;30;35;34;2;40;30;0.0;16.0;1;39;42;37;31;39;2;2;34;34;1;37.714285714285715;2.0
70.37;459.48;57.4;2011;73.83;54.61;56.82;1;61.28;39.705882352941174;47;30;45;43;40;40;47;1;2;41.1875;32;45;31;38;1;45;33;0.0;16.0;1;39;38;44;42;40;2;1;37;30;1;36.92857142857143;2.0
47.15;480.37;63.86;2011;65.03;82.24;60.81;1;71.9;39.705882352941174;46;31;33;44;40;36;42;1;1;38.0;36;37;44;37;1;33;38;0.0;16.0;1;30;37;39;34;35;1;1;31;40;1;37.714285714285715;2.0
73.24;480.39;76.27;2011;73.83;71.97;62.46;0;52.34;35.294117647058826;31;30;39;35;42;37;36;2;2;34.9375;36;33;17;32;1;39;30;0.0;16.0;3;34;41;39;32;14;1;3;0;0;2;5.0;1.0
59.21;479.53;75.93;2011;73.98;87.29;63.68;0;55.92;38.294117647058826;34;33;42;42;43;33;41;3;2;37.125;40;30;21;48;2;42;30;0.0;16.0;1;37;36;3;0;0;1;1;0;0;0;1.0;1.0
59.21;439.66;63.65;2011;62.11;57.08;59.66;1;58.6;35.294117647058826;39;34;43;46;42;38;35;2;3;39.4375;30;36;21;30;1;43;31;0.0;16.0;1;22;32;31;23;37;1;2;0;0;1;37.0;2.0
65.57;475.83;57.4;2011;67.92;78.83;63.68;0;69.65;40.294117647058826;30;30;36;44;38;33;36;1;1;34.3125;37;44;35;32;1;36;42;0.0;16.0;1;35;36;33;35;36;1;1;30;39;1;37.92857142857143;2.0
71.53;441.71;69.98;2011;56.55;63.93;57.9;0;65.98;34.705882352941174;34;32;42;37;36;39;41;1;1;37.0;33;35;33;37;1;42;31;0.0;16.0;1;38;41;38;30;32;1;1;30;8;1;21.77777777777778;1.0
62.94;433.44;60.76;2011;65.03;61.43;51.89;1;57.8;37.0;43;41;45;48;39;39;44;2;1;42.6875;37;35;31;45;1;45;38;0.0;16.0;1;38;43;35;38;41;1;1;33;37;1;36.285714285714285;2.0
54.45;451.88;60.57;2011;59.4;75.48;57.9;0;69.65;39.35294117647059;43;33;31;33;35;34;46;2;1;35.625;36;36;38;33;2;31;32;0.0;16.0;1;41;39;0;0;31;0;2;26;0;0;16.142857142857142;1.0
77.55;474.75;46.87;2011;67.92;78.83;69.52;1;72.69;38.0;38;30;44;45;43;36;41;2;1;38.625;32;34;36;35;1;44;35;0.0;16.0;1;38;42;32;36;39;1;1;31;30;1;36.142857142857146;2.0
57.29;460.24;60.76;2011;67.8;63.93;71.0;1;68.87;35.76470588235294;44;30;47;47;47;35;39;1;1;40.5;33;39;44;39;1;47;37;0.0;16.0;1;48;45;37;37;42;1;1;37;49;1;40.214285714285715;3.0
73.24;460.36;66.93;2011;67.92;63.93;60.81;0;63.2;37.35294117647059;40;38;35;42;43;33;45;1;1;38.125;34;42;30;34;2;35;34;0.0;16.0;1;31;34;37;30;35;1;2;35;30;1;32.07142857142857;2.0
85.05;458.71;60.57;2011;64.91;61.96;68.09;1;72.69;38.35294117647059;44;33;47;46;43;34;50;1;1;41.1875;37;35;41;34;1;47;37;0.0;16.0;1;43;41;41;31;35;1;1;32;49;1;37.714285714285715;2.0
59.9;477.57;74.06;2011;58.25;63.62;46.79;0;71.7;36.0;46;35;44;43;39;36;49;1;2;41.0625;40;44;33;34;1;44;40;0.0;16.0;1;46;41;37;34;40;1;1;36;42;1;38.142857142857146;2.0
62.69;411.79;55.86;2011;54.54;67.0;37.24;0;66.19;35.529411764705884;42;40;45;41;43;30;42;2;2;39.875;32;47;30;37;2;45;43;0.0;16.0;1;43;40;30;36;44;1;1;42;31;1;38.5;2.0
47.58;421.38;59.57;2011;62.45;71.9;51.03;0;63.88;35.588235294117645;48;30;44;40;38;36;38;1;2;39.375;39;33;32;38;1;44;33;0.0;16.0;1;36;32;34;34;40;1;1;32;30;2;27.928571428571427;1.0
52.09;397.65;60.87;2011;56.37;49.03;49.2;0;58.93;38.529411764705884;34;41;33;44;43;30;50;1;1;37.1875;38;35;36;47;1;33;36;0.0;16.0;1;37;40;36;35;41;1;1;36;47;1;37.714285714285715;2.0
47.17;394.11;60.45;2011;54.48;61.4;34.45;0;58.91;34.1764705882353;41;36;32;33;43;30;40;2;1;35.375;31;32;33;34;1;32;41;0.0;16.0;1;43;40;34;35;47;1;1;34;32;1;41.285714285714285;3.0
60.9;414.87;52.29;2011;54.35;55.44;56.79;0;61.52;35.23529411764706;46;31;43;45;50;32;37;1;1;39.5625;36;44;45;42;1;43;41;0.0;16.0;1;43;41;37;43;45;1;1;38;48;1;43.142857142857146;3.0
68.41;417.66;54.74;2011;52.4;59.17;61.84;1;63.88;36.529411764705884;37;34;31;48;43;30;45;2;1;36.25;40;32;39;31;2;31;32;0.0;16.0;1;31;44;37;40;39;1;1;33;44;2;37.92857142857143;2.0
73.93;399.27;55.73;2011;62.12;50.86;46.81;1;61.57;37.1764705882353;42;37;30;47;42;30;41;1;1;37.125;31;31;36;39;1;30;36;0.0;16.0;1;41;42;33;31;31;1;1;35;41;1;39.285714285714285;2.0
62.13;420.02;59.37;2011;62.45;63.72;53.3;0;67.08;40.11764705882353;48;39;45;45;40;40;36;1;2;42.625;40;44;33;35;1;45;40;0.0;16.0;1;44;43;48;40;40;1;1;30;42;1;39.142857142857146;2.0
58.01;393.03;59.57;2011;50.31;53.65;48.75;0;61.52;38.88235294117647;48;31;31;41;42;35;41;1;1;37.5;34;35;33;47;1;31;30;0.0;16.0;1;44;44;40;35;47;1;1;30;45;1;40.357142857142854;3.0
69.93;390.78;64.28;2011;62.45;48.76;51.03;1;55.79;36.411764705882355;43;41;47;47;43;30;41;1;2;41.3125;35;44;36;48;1;47;37;0.0;16.0;1;40;40;40;30;42;1;1;32;47;1;42.142857142857146;3.0
60.44;377.04;59.57;2011;52.4;51.9;36.96;0;59.32;36.0;47;42;35;41;39;30;50;2;1;39.5625;42;38;36;43;1;35;41;0.0;16.0;1;39;36;39;33;46;1;1;38;38;1;35.57142857142857;2.0
48.86;389.12;64.28;2011;48.29;59.53;53.3;0;55.79;37.11764705882353;38;44;45;42;37;43;31;2;2;41.375;40;39;42;40;1;45;35;0.0;16.0;1;39;40;41;40;44;1;1;31;30;1;39.0;2.0
55.62;387.97;61.79;2011;54.28;57.63;53.3;0;49.94;39.94117647058823;30;30;45;39;42;40;47;1;1;37.625;32;34;32;36;2;45;30;0.0;16.0;1;48;43;32;40;34;1;1;35;30;2;34.42857142857143;2.0
57.29;382.27;61.79;2011;58.25;54.03;44.08;0;62.09;37.0;43;31;45;47;47;36;38;2;1;40.25;38;32;31;39;1;45;32;0.0;16.0;1;37;42;32;36;37;1;2;30;32;1;36.785714285714285;2.0
44.92;388.6;58.08;2011;44.17;57.48;58.95;0;47.86;44.35294117647059;39;37;30;48;43;31;42;1;1;37.0;35;39;34;39;1;30;45;0.0;16.0;1;40;45;44;38;44;1;1;37;50;1;44.0;3.0
59.21;391.38;57.16;2011;56.23;57.27;46.43;0;59.32;41.64705882352941;30;36;31;42;47;37;44;2;1;36.0625;37;32;31;47;1;31;30;0.0;16.0;1;34;43;40;32;40;2;1;39;35;2;36.07142857142857;2.0
56.82;375.01;59.57;2011;52.31;46.58;55.62;0;51.3;35.529411764705884;30;35;31;42;44;41;43;2;1;36.375;30;36;31;36;1;31;33;0.0;16.0;2;39;43;35;38;42;1;2;30;30;2;36.214285714285715;2.0
60.44;394.73;49.76;2011;54.35;59.17;64.57;0;47.34;37.94117647058823;40;32;31;39;32;36;43;1;1;35.625;30;33;30;42;1;31;35;0.0;16.0;2;40;41;30;40;34;1;1;35;32;2;38.92857142857143;2.0
42.76;386.99;57.99;2011;58.8;56.4;39.52;0;57.16;36.94117647058823;43;35;34;37;40;40;50;1;1;38.75;33;37;37;46;1;34;41;0.0;16.0;1;37;41;36;38;39;1;2;32;30;2;26.857142857142858;1.0
58.01;385.81;52.29;2011;58.25;51.9;46.43;0;61.52;36.8235294117647;33;30;35;38;38;32;45;1;1;34.3125;33;31;32;36;1;35;39;0.0;16.0;1;30;43;33;33;37;1;1;43;25;1;30.916666666666668;2.0
60.9;383.75;56.97;2011;52.4;48.76;52.03;0;55.79;37.64705882352941;45;33;30;42;47;33;41;3;1;37.1875;38;32;32;41;2;30;34;0.0;16.0;1;36;41;0;32;45;0;1;34;31;2;35.583333333333336;2.0
59.21;386.16;52.29;2011;58.25;53.65;51.03;0;51.3;40.05882352941177;45;32;35;40;47;33;42;2;1;37.75;39;44;32;41;1;35;33;0.0;16.0;1;42;39;32;33;42;1;1;30;42;1;33.285714285714285;2.0
60.44;372.71;59.57;2011;50.41;44.7;44.91;0;59.32;37.05882352941177;31;31;38;40;37;37;42;2;1;35.625;35;37;37;43;2;38;36;0.0;16.0;1;36;38;31;34;38;1;1;33;40;1;32.785714285714285;2.0
48.4;366.16;53.68;2011;54.32;48.96;37.12;0;56.51;40.11764705882353;41;32;38;48;35;33;43;1;1;37.875;36;36;42;35;2;38;43;0.0;16.0;2;42;38;32;30;37;1;1;36;44;1;39.214285714285715;2.0
53.27;372.11;54.57;2011;54.35;57.63;44.91;0;53.82;35.23529411764706;41;31;40;43;38;34;37;2;1;37.4375;36;43;33;33;2;40;30;0.0;16.0;1;37;32;30;32;35;1;1;30;25;2;35.142857142857146;2.0
59.21;366.32;47.05;2011;43.93;59.53;36.24;0;51.88;34.23529411764706;30;32;33;38;38;33;45;1;2;33.9375;33;39;31;30;1;33;31;0.0;16.0;1;34;35;41;37;46;1;1;38;25;1;25.0;1.0
33.81;390.15;52.83;2011;56.37;59.1;46.38;0;43.22;40.76470588235294;50;47;35;40;43;38;50;2;1;42.6875;35;41;40;38;1;35;34;0.0;16.0;1;39;40;38;40;47;1;1;31;36;2;39.214285714285715;2.0
79.55;452.63;60.87;2012;52.42;63.77;54.22;0;67.75;35.11764705882353;40;38;37;38;41;39;35;1;1;38.375;32;41;30;34;1;37;33;0.0;16.0;1;32;34;41;32;36;1;1;37;44;2;33.42857142857143;2.0
58.0;453.0;63.0;2012;69.0;59.0;60.0;0;59.0;35.411764705882355;35;31;35;35;40;48;46;1;1;37.6875;30;44;31;36;1;35;35;0.0;16.0;1;34;40;39;43;44;1;1;33;42;1;37.642857142857146;2.0
43.0;429.0;75.0;2012;63.0;44.0;49.0;0;63.0;32.470588235294116;44;36;30;43;38;36;32;1;2;37.125;30;43;36;36;1;30;35;0.0;16.0;1;36;0;31;30;41;1;1;0;30;2;33.333333333333336;2.0
68.0;454.0;59.0;2012;78.0;67.0;60.0;0;63.0;35.1764705882353;36;35;30;43;47;32;43;1;1;35.9375;31;37;42;34;2;30;30;0.0;16.0;1;38;36;33;31;38;1;2;38;36;2;34.285714285714285;2.0
53.0;442.0;63.0;2012;58.0;58.0;53.0;0;58.0;37.76470588235294;34;42;43;41;47;34;40;2;1;39.25;36;45;34;35;1;43;36;0.0;16.0;1;40;41;30;41;43;1;1;37;43;1;40.57142857142857;3.0
52.0;433.0;63.0;2012;54.0;55.0;53.0;0;63.0;36.0;32;36;30;41;45;37;47;2;2;36.1875;30;35;33;37;1;30;30;0.0;16.0;1;39;40;30;30;33;3;1;31;30;1;30.071428571428573;2.0
43.48;415.02;63.1;2012;50.37;67.0;49.02;0;48.79;35.411764705882355;38;35;37;43;46;41;48;2;1;39.5625;32;30;30;38;1;37;40;0.0;16.0;1;40;40;35;40;47;1;1;33;37;1;38.07142857142857;2.0
60.0;441.0;52.0;2012;54.0;63.0;69.0;0;63.0;38.0;48;36;38;44;45;35;41;1;1;40.3125;33;43;30;41;1;38;37;0.0;16.0;1;39;40;35;37;45;1;1;34;42;1;41.857142857142854;3.0
55.0;438.0;49.0;2012;62.0;50.0;69.0;0;59.0;34.76470588235294;45;36;35;45;41;34;42;1;1;38.9375;37;43;35;38;1;35;37;0.0;16.0;1;40;40;36;36;40;1;1;38;46;1;38.714285714285715;2.0
50.0;425.0;63.0;2012;58.0;62.0;53.0;0;55.0;36.35294117647059;49;33;33;44;45;36;47;1;1;39.5625;35;45;30;39;1;33;35;0.0;16.0;1;40;39;35;31;39;1;2;32;34;2;34.714285714285715;2.0
55.0;422.0;59.0;2012;69.0;59.0;49.0;0;51.0;37.64705882352941;45;38;31;31;41;36;47;2;1;37.5;34;42;31;42;1;31;41;0.0;16.0;1;39;36;34;38;45;1;1;33;30;1;38.357142857142854;2.0
58.0;414.0;70.0;2012;62.0;50.0;53.0;1;55.0;33.76470588235294;45;34;31;40;44;31;50;2;3;37.3125;30;42;36;35;1;31;31;0.0;16.0;1;32;30;34;33;38;1;1;36;31;1;34.142857142857146;2.0
49.0;410.0;69.0;2012;58.0;55.0;53.0;0;58.0;39.588235294117645;42;38;49;46;44;39;38;1;1;42.375;31;46;30;39;1;49;42;0.0;16.0;1;39;38;44;40;46;1;1;33;42;1;36.785714285714285;2.0
52.0;404.0;70.0;2012;58.0;53.0;49.0;1;51.0;34.88235294117647;30;35;32;43;44;37;35;2;1;35.4375;43;37;22;46;1;32;33;0.0;16.0;1;41;34;37;33;30;1;1;0;0;1;45.0;3.0
66.91;399.53;61.23;2012;55.41;56.55;46.79;0;47.62;33.8235294117647;43;32;30;45;37;38;40;2;1;37.25;43;41;45;34;1;30;41;0.0;16.0;1;39;30;35;38;45;1;1;43;49;1;37.0;2.0
53.0;410.0;63.0;2012;62.0;55.0;49.0;1;48.0;37.294117647058826;44;37;36;38;38;46;32;1;3;39.6875;33;35;33;36;1;36;30;0.0;16.0;2;33;36;37;30;40;1;1;43;30;1;34.714285714285715;2.0
47.0;421.0;56.0;2012;69.0;53.0;53.0;0;63.0;37.1764705882353;37;31;30;33;42;33;41;1;2;33.875;35;40;32;34;1;30;37;0.0;16.0;1;36;35;33;30;30;1;1;30;32;1;35.57142857142857;2.0
45.0;424.0;65.0;2012;63.0;56.0;54.0;1;63.0;32.411764705882355;30;30;32;35;32;30;40;1;3;31.75;31;36;45;31;1;32;30;0.0;16.0;2;32;40;34;30;36;1;1;41;30;1;34.642857142857146;2.0
66.0;416.0;69.0;2012;54.0;58.0;48.0;0;68.0;35.35294117647059;35;34;30;30;36;33;44;2;2;33.5;30;46;34;33;1;30;33;0.0;16.0;1;32;30;35;35;34;2;1;31;31;3;33.214285714285715;2.0
71.0;426.0;70.0;2012;50.0;59.0;69.0;0;55.0;34.11764705882353;33;37;37;38;40;39;48;1;1;37.625;30;34;33;41;1;37;46;0.0;16.0;1;41;38;38;39;42;2;1;33;30;1;34.92857142857143;2.0
47.0;442.0;56.0;2012;69.0;53.0;69.0;0;68.0;34.0;30;30;35;43;38;35;41;1;3;34.6875;35;30;30;31;3;35;33;0.0;16.0;1;33;30;34;30;31;1;1;38;30;1;36.642857142857146;2.0
45.0;401.0;68.0;2012;54.0;44.0;44.0;0;59.0;33.11764705882353;30;32;31;37;45;33;40;1;1;33.5625;32;33;43;30;2;31;30;0.0;16.0;1;36;35;36;30;39;1;1;37;30;2;31.142857142857142;2.0
55.0;432.0;56.0;2012;78.0;59.0;53.0;0;63.0;33.294117647058826;36;34;32;39;45;32;30;1;1;34.6875;35;33;39;48;1;32;32;0.0;16.0;1;33;30;31;30;44;1;1;35;38;2;34.785714285714285;2.0
61.66;421.87;59.57;2012;58.33;59.17;56.79;0;66.5;36.05882352941177;40;31;37;37;30;34;31;1;1;35.0625;30;33;34;46;2;37;30;0.0;16.0;1;32;35;42;32;35;1;1;43;37;2;33.57142857142857;2.0
47.0;390.0;68.0;2012;54.0;47.0;53.0;0;51.0;35.35294117647059;36;30;37;39;45;38;42;1;1;36.75;34;36;32;37;1;37;39;0.0;16.0;1;0;0;32;30;0;1;0;0;0;1;14.0;1.0
53.0;416.0;56.0;2012;58.0;50.0;49.0;0;63.0;33.76470588235294;45;36;43;39;41;37;31;1;1;39.5625;40;42;36;45;1;43;36;0.0;16.0;1;39;41;40;37;40;1;1;31;50;1;36.214285714285715;2.0
61.22;402.11;56.51;2012;59.48;55.7;38.35;0;60.25;35.294117647058826;37;37;32;33;40;33;47;1;2;35.625;36;42;31;35;1;32;30;0.0;16.0;1;37;33;34;36;39;2;1;33;36;1;35.92857142857143;2.0
53.0;421.0;60.0;2012;57.0;56.0;60.0;0;69.0;32.294117647058826;44;33;30;33;35;30;40;1;2;34.5;36;39;30;32;3;30;34;0.0;16.0;1;36;32;32;30;31;1;1;43;34;1;33.5;2.0
52.0;404.0;65.0;2012;63.0;53.0;53.0;0;58.0;34.11764705882353;41;31;31;38;34;33;30;1;1;34.25;30;40;30;32;1;31;30;0.0;16.0;1;41;35;32;30;37;1;1;32;30;1;32.57142857142857;2.0
89.0;413.0;56.0;2012;63.0;47.0;49.0;0;63.0;35.705882352941174;49;32;45;40;41;34;33;1;1;39.625;34;37;36;37;1;45;31;0.0;16.0;1;32;41;36;37;39;1;1;31;44;1;37.42857142857143;2.0
52.0;395.0;56.0;2012;63.0;56.0;41.0;1;51.0;34.76470588235294;40;38;30;35;34;35;38;2;1;35.6875;38;41;30;33;2;30;40;0.0;16.0;1;47;33;30;38;39;1;2;32;30;1;36.5;2.0
47.0;407.0;59.0;2012;58.0;58.0;53.0;0;58.0;37.35294117647059;44;34;35;45;41;30;38;1;1;37.375;35;36;30;47;1;35;30;0.0;16.0;1;31;39;40;31;8;2;2;30;30;1;32.5;2.0
55.0;406.0;56.0;2012;58.0;56.0;53.0;0;58.0;37.529411764705884;42;32;31;39;38;30;47;1;1;35.5;36;35;35;36;2;31;42;0.0;16.0;1;39;37;43;40;36;1;1;33;33;1;33.07142857142857;2.0
43.0;402.0;63.0;2012;57.0;58.0;53.0;0;55.0;36.23529411764706;38;31;30;40;40;33;39;1;2;34.6875;30;45;35;35;1;30;34;0.0;16.0;1;39;36;37;32;40;1;1;30;30;2;38.42857142857143;2.0
34.0;393.0;59.0;2012;54.0;44.0;49.0;0;55.0;37.11764705882353;38;31;30;35;41;31;48;2;1;34.3125;30;32;32;33;1;30;30;0.0;16.0;1;41;39;36;33;42;1;2;30;30;2;33.5;2.0
41.0;391.0;51.0;2012;58.0;55.0;40.0;0;58.0;36.35294117647059;36;37;30;40;44;35;50;1;2;36.75;30;37;32;47;1;30;30;0.0;16.0;1;37;38;33;31;34;2;1;30;32;2;37.285714285714285;2.0
43.0;393.0;65.0;2012;58.0;53.0;49.0;0;59.0;37.88235294117647;41;30;34;35;32;30;37;1;2;34.0;30;30;31;32;1;34;30;0.0;16.0;1;31;32;32;32;42;2;1;32;37;1;38.92857142857143;2.0
47.0;404.0;55.0;2012;54.0;47.0;53.0;0;63.0;34.23529411764706;35;33;36;38;42;33;46;2;2;35.9375;32;43;30;32;1;36;30;0.0;16.0;1;40;31;41;30;44;1;1;30;41;1;36.857142857142854;2.0
50.0;400.0;63.0;2012;63.0;52.0;60.0;1;51.0;39.05882352941177;43;32;38;46;44;32;44;1;1;38.4375;33;46;30;40;2;38;32;0.0;16.0;1;41;41;36;38;43;1;2;34;50;1;36.0;2.0
36.0;404.0;52.0;2012;63.0;67.0;45.0;0;51.0;35.294117647058826;42;33;31;43;44;33;40;3;3;36.6875;37;43;30;30;3;31;30;0.0;16.0;1;37;31;33;36;44;1;1;31;34;1;36.785714285714285;2.0
49.0;380.0;65.0;2012;54.0;56.0;41.0;0;51.0;36.05882352941177;38;36;41;37;39;30;33;2;1;36.3125;35;34;38;37;1;41;32;0.0;16.0;1;40;42;39;40;36;1;2;32;37;1;35.142857142857146;2.0
53.0;401.0;56.0;2012;54.0;53.0;60.0;0;55.0;39.11764705882353;34;32;45;41;46;42;48;1;1;39.6875;36;44;36;44;1;45;30;0.0;16.0;1;41;42;37;33;45;1;2;33;47;1;38.5;2.0
45.0;397.0;52.0;2012;68.0;53.0;54.0;0;51.0;34.11764705882353;41;31;35;30;39;35;37;1;1;35.125;33;39;31;46;2;35;30;0.0;16.0;1;35;41;30;34;37;1;1;36;34;1;37.642857142857146;2.0
47.0;391.0;63.0;2012;49.0;55.0;48.0;1;55.0;36.11764705882353;46;34;30;41;45;31;50;1;2;37.5;30;32;30;32;1;30;33;0.0;16.0;1;30;47;35;32;37;1;1;39;30;2;35.142857142857146;2.0
52.0;399.0;55.0;2012;53.0;59.0;49.0;0;55.0;36.8235294117647;35;33;33;43;39;30;42;2;2;35.0;36;44;30;34;1;33;36;0.0;16.0;1;35;35;30;32;41;1;1;30;30;2;40.0;2.0
60.0;407.0;56.0;2012;62.0;53.0;60.0;1;58.0;36.94117647058823;42;30;30;41;44;32;40;1;2;35.5;30;33;34;48;1;30;31;0.0;16.0;1;36;32;36;35;30;1;1;32;30;2;38.0;2.0
41.0;403.0;55.0;2012;54.0;55.0;60.0;0;55.0;41.470588235294116;43;37;39;35;35;30;48;1;1;37.5;30;35;34;34;1;39;31;0.0;16.0;1;41;33;38;35;33;1;2;37;30;1;39.214285714285715;2.0
52.0;388.0;63.0;2012;62.0;49.0;53.0;1;51.0;40.588235294117645;33;41;37;36;41;33;44;2;2;36.8125;30;35;32;35;1;37;31;0.0;16.0;1;47;35;39;43;37;1;2;35;33;1;35.07142857142857;2.0
58.01;396.77;56.97;2012;52.4;57.63;59.25;1;49.94;42.35294117647059;30;32;38;33;38;37;38;1;2;34.5625;38;33;30;33;1;38;36;0.0;16.0;1;39;32;31;34;36;1;1;35;31;2;37.666666666666664;2.0
48.86;392.59;54.57;2012;50.31;50.53;51.03;0;59.89;38.35294117647059;35;33;36;39;41;30;37;1;1;34.875;35;35;36;31;2;36;43;0.0;16.0;2;42;39;40;33;39;1;2;30;31;1;40.785714285714285;3.0
56.0;405.0;51.0;2012;63.0;59.0;49.0;0;59.0;40.88235294117647;45;32;39;40;43;31;36;1;1;37.5;37;43;44;43;1;39;41;0.0;16.0;1;40;34;37;43;39;1;1;38;48;1;39.5;2.0
52.0;391.0;52.0;2012;78.0;47.0;45.0;0;51.0;38.1764705882353;43;33;40;43;41;38;42;2;1;39.4375;34;30;37;35;1;40;34;0.0;16.0;1;40;35;39;30;42;1;1;32;30;1;35.5;2.0
53.0;382.0;60.0;2012;63.0;41.0;45.0;0;55.0;36.94117647058823;46;36;30;35;39;35;41;1;2;36.9375;33;47;36;33;2;30;39;0.0;16.0;1;40;35;39;33;36;1;1;48;32;2;37.214285714285715;2.0
49.0;398.0;56.0;2012;49.0;53.0;54.0;0;63.0;36.64705882352941;30;38;30;38;33;37;34;2;1;34.25;36;42;27;34;2;30;33;0.0;16.0;1;30;33;30;35;30;1;1;0;0;1;43.8;3.0
63.0;401.0;55.0;2012;50.0;49.0;59.0;1;55.0;37.588235294117645;44;36;41;43;41;30;30;1;1;38.125;44;33;30;33;2;41;39;0.0;16.0;1;39;32;37;39;41;1;1;38;37;1;38.785714285714285;2.0
47.21;373.83;58.93;2012;51.21;50.66;35.44;0;62.54;36.05882352941177;43;31;32;46;40;30;40;2;1;36.25;30;30;32;30;1;32;34;0.0;16.0;1;47;39;36;30;44;2;2;30;30;3;37.785714285714285;2.0
65.86;377.59;53.45;2012;51.08;63.57;44.72;0;50.07;40.529411764705884;48;41;35;34;38;37;49;1;1;39.875;38;37;38;44;2;35;40;0.0;16.0;1;33;35;42;42;41;1;1;33;30;1;34.5;2.0
48.0;453.0;75.0;2012;56.0;52.0;61.0;0;60.0;42.1764705882353;43;41;31;32;45;37;45;1;1;38.125;39;37;32;37;1;31;40;0.0;16.0;1;35;31;32;38;42;1;1;30;30;1;38.357142857142854;2.0
46.0;431.0;80.0;2012;56.0;52.0;50.0;0;68.0;35.94117647058823;30;30;35;38;41;33;50;1;2;34.4375;35;40;30;47;1;35;37;0.0;16.0;2;37;0;30;42;48;1;1;36;30;2;35.857142857142854;2.0
65.0;419.0;81.0;2012;61.0;61.0;55.0;0;54.0;34.470588235294116;42;30;31;37;40;35;49;1;1;36.0625;30;37;30;45;1;31;30;0.0;16.0;1;36;33;35;37;41;1;1;30;30;1;34.857142857142854;2.0
48.0;436.0;60.0;2012;54.0;65.0;61.0;0;60.0;36.35294117647059;47;30;33;35;34;35;40;2;2;36.1875;31;30;23;36;1;33;30;0.0;16.0;1;39;12;38;30;33;1;1;0;0;3;26.5;1.0
63.0;427.0;63.0;2012;69.0;60.0;50.0;0;66.0;38.0;43;32;34;43;47;44;50;1;1;40.125;37;46;41;49;1;34;37;0.0;16.0;1;42;40;37;32;48;1;1;40;47;1;38.142857142857146;2.0
33.0;407.0;66.0;2012;59.0;58.0;55.0;0;49.0;42.1764705882353;38;37;34;44;45;32;50;1;1;37.875;43;47;30;50;1;34;44;0.0;16.0;1;38;43;46;42;45;1;1;41;36;1;41.57142857142857;3.0
37.0;415.0;63.0;2012;54.0;55.0;57.0;0;61.0;35.76470588235294;41;30;34;35;40;33;50;1;1;35.875;36;41;34;40;1;34;34;0.0;16.0;1;37;35;37;38;45;1;1;36;42;2;35.57142857142857;2.0
63.0;431.0;57.0;2012;59.0;62.0;68.0;0;60.0;33.94117647058823;46;33;30;36;45;33;49;1;1;37.0;31;39;30;38;2;30;34;0.0;16.0;1;34;41;41;37;30;2;1;37;44;2;38.07142857142857;2.0
80.0;410.0;59.0;2012;63.0;53.0;57.0;1;53.0;39.11764705882353;30;36;34;48;48;32;47;1;1;36.6875;31;37;30;30;1;34;33;0.0;16.0;1;35;37;31;38;28;1;1;39;7;2;29.4;1.0
47.0;400.0;60.0;2012;54.0;63.0;49.0;0;51.0;36.35294117647059;42;33;30;42;36;30;48;1;1;35.8125;35;39;30;37;1;30;34;0.0;16.0;1;35;39;37;30;32;1;2;33;31;3;32.42857142857143;2.0
52.0;403.0;55.0;2012;62.0;74.0;48.0;0;51.0;36.470588235294116;39;31;30;44;40;38;49;1;1;36.9375;34;40;33;30;1;30;30;0.0;16.0;1;33;31;32;31;40;2;1;38;30;2;38.07142857142857;2.0
43.0;403.0;55.0;2012;62.0;55.0;40.0;0;63.0;34.23529411764706;44;32;38;34;36;32;45;2;3;36.6875;31;0;30;45;1;38;34;0.0;16.0;0;40;0;0;26;9;0;1;0;0;2;28.4;1.0
60.0;414.0;52.0;2012;62.0;53.0;54.0;0;59.0;35.588235294117645;32;35;30;42;40;33;50;2;1;35.25;43;39;30;31;1;30;40;0.0;16.0;1;38;37;36;30;31;1;1;42;30;1;36.214285714285715;2.0
55.0;396.0;66.0;2012;54.0;54.0;58.0;0;49.0;35.588235294117645;42;32;31;36;46;39;46;1;2;37.25;33;38;31;34;1;31;33;0.0;16.0;1;37;33;37;31;46;1;1;34;33;1;35.642857142857146;2.0
55.0;412.0;52.0;2012;65.0;60.0;61.0;0;58.0;35.76470588235294;45;31;30;41;42;34;50;1;1;37.125;31;37;31;38;1;30;40;0.0;16.0;1;47;37;33;39;48;2;1;33;31;2;36.42857142857143;2.0
