NUMERO;PROMEDIO_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_LENGUA_UNO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NAA_SIETE;NOTA_GRAFOS;NOTA_CALIDAD_UNO;NOTA_ERGONOMIA;NOTA_EI_CINCO;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;NOTA_LOG_UNO;VECES_LOG_UNO;CREDITOS_LOG_UNO;NOTA_GOPERACIONES;VECES_GOPERACIONES;CREDITOS_GOPERACIONES;NOTA_CALIDAD_DOS;VECES_CALIDAD_DOS;CREDITOS_CALIDAD_DOS;NOTA_GAMBIENTAL;VECES_GAMBIENTAL;CREDITOS_GAMBIENTAL;NOTA_LENGUA_DOS;VECES_LENGUA_DOS;CREDITOS_LENGUA_DOS;NOTA_CONTEXTO;VECES_CONTEXTO;CREDITOS_CONTEXTO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_EI_SIETE;VECES_EI_SIETE;CREDITOS_EI_SIETE;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
293;38.65625;46;38.0;47.0;39.73333333333333;45.0;39.11111111111111;5;40.0;39.0;39.0;0.0;34.13636363636363;1;11;8;3;5;4;1;2;32.0;1;2;22.5;2;3;36.0;1;2;43;1;2;43.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.30769230769231
295;34.0625;43;39.06666666666667;0.0;36.4;40.0;38.66666666666666;5;39.0;34.0;43.0;0.0;40.33333333333334;0;9;9;0;4;4;0;2;36.0;1;2;45.0;1;3;38.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.46153846153846
296;32.59375;45;27.54545454545455;0.0;31.02222222222223;21.66666666666667;38.44444444444444;5;49.0;34.0;41.0;0.0;33.03703703703704;2;9;5;4;4;2;2;2;24.66666666666667;3;2;42.0;1;3;32.0;1;2;29;2;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.84615384615385
304;34.46875;42;34.66666666666666;0.0;30.86666666666667;30.0;36.44444444444444;5;41.0;30.0;43.0;0.0;38.88888888888889;0;9;9;0;4;4;0;2;42.0;1;2;36.0;1;3;40.0;1;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.38461538461539
313;36.3125;40;43.33333333333334;44.5;38.33333333333334;35.0;42.33333333333334;5;43.0;43.0;42.0;0.0;36.18181818181818;0;11;11;0;5;5;0;2;30.0;1;2;32.0;1;3;36.0;1;2;42;1;2;43.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;38.46153846153846
315;38.8125;45;39.8;0.0;37.46666666666667;40.0;41.0;5;39.0;38.0;42.0;0.0;40.22222222222222;0;9;9;0;4;4;0;2;40.0;1;2;44.0;1;3;32.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;3;42.0
322;32.6875;40;35.18181818181818;0.0;33.1;28.5;38.0;5;40.0;38.0;39.0;0.0;35.27777777777778;1;9;9;0;4;4;0;2;37.0;1;2;30.5;2;3;40.0;1;2;36;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.76923076923077
331;45.0;45;40.0;40.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0;0.0
336;43.23529411764706;46;40.64705882352941;50.0;39.8235294117647;44.0;41.46666666666667;8;48.0;45.0;43.0;44.0;41.42857142857143;0;14;14;0;7;7;0;2;41.0;1;2;33.0;1;3;37.0;1;2;0;0;2;45.0;1;2;43.0;1;1;48.0;1;2;48.0;1;2;3;41.4375
338;37.35294117647059;38;33.88235294117647;31.0;36.02941176470588;42.0;37.86666666666667;8;49.0;37.0;40.0;41.0;35.03571428571428;1;14;13;1;7;6;1;2;30.0;1;2;40.0;1;3;33.0;1;2;0;0;2;31.0;1;2;24.5;2;1;43.0;1;2;36.0;1;2;2;35.08333333333334
339;34.94117647058823;35;35.0;42.0;36.8235294117647;43.0;40.13333333333333;8;48.0;40.0;42.0;43.0;36.64285714285715;0;14;14;0;7;7;0;2;31.0;1;2;45.0;1;3;33.0;1;2;0;0;2;33.0;1;2;30.0;1;1;41.0;1;2;36.0;1;2;2;36.75
340;31.88235294117647;39;35.70588235294117;31.0;36.29411764705883;32.0;37.6;8;36.0;40.0;37.0;35.0;39.92857142857143;0;14;14;0;7;7;0;2;37.0;1;2;36.0;1;3;41.0;1;2;0;0;2;37.0;1;2;47.0;1;1;44.0;1;2;43.0;1;2;2;34.02083333333334
345;36.73529411764706;44;39.70588235294117;47.0;38.5;43.0;42.6;8;49.0;42.0;43.0;46.0;40.0;0;14;14;0;7;7;0;2;43.0;1;2;30.0;1;3;36.0;1;2;0;0;2;43.0;1;2;48.0;1;1;41.0;1;2;48.0;1;2;3;41.0625
351;33.23529411764706;48;37.1764705882353;50.0;36.64705882352941;32.0;39.13333333333333;8;40.0;42.0;31.0;45.0;40.42857142857143;0;14;14;0;7;7;0;2;43.0;1;2;33.0;1;3;36.0;1;2;0;0;2;41.0;1;2;41.0;1;1;48.0;1;2;45.0;1;2;2;35.34375
352;38.47058823529412;40;39.23529411764706;44.0;38.1764705882353;37.0;39.8;8;45.0;41.0;41.0;37.0;37.35714285714285;0;14;14;0;7;7;0;2;32.0;1;2;30.0;1;3;38.0;1;2;0;0;2;41.0;1;2;33.0;1;1;42.0;1;2;47.0;1;2;2;32.5625
355;36.91176470588236;0;34.46666666666667;0.0;38.08333333333334;34.0;38.0;5;40.0;36.0;0.0;0.0;30.07142857142857;1;7;4;3;3;2;1;2;30.0;1;2;27.5;2;3;34.0;1;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.0
356;32.33333333333334;0;35.66666666666666;38.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;42.0;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;42.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;0;0.0
359;31.67647058823529;0;36.29411764705883;47.5;35.29411764705883;28.0;39.93333333333333;8;48.0;38.0;44.0;45.0;37.71428571428572;0;14;14;0;7;7;0;2;43.0;1;2;30.0;1;3;31.0;1;2;0;0;2;42.0;1;2;44.0;1;1;44.0;1;2;37.0;1;2;2;35.6875
361;31.97058823529412;0;32.44117647058823;38.0;36.20588235294117;33.0;40.13333333333333;8;49.0;42.0;41.0;41.0;38.28571428571428;1;14;13;1;7;6;1;2;44.0;1;2;40.0;1;3;40.0;1;2;0;0;2;42.0;1;2;22.0;2;1;37.0;1;2;34.0;1;2;2;35.72916666666666
362;37.1764705882353;41;34.61764705882353;48.0;37.88235294117647;38.0;40.06666666666667;8;49.0;43.0;40.0;36.0;37.14285714285715;0;14;14;0;7;7;0;2;35.0;1;2;30.0;1;3;30.0;1;2;0;0;2;42.0;1;2;42.0;1;1;39.0;1;2;48.0;1;2;2;35.03125
363;40.1764705882353;0;35.69607843137254;46.66666666666666;37.64705882352941;31.0;32.53333333333333;7;15.0;39.0;44.0;34.0;34.71428571428572;0;14;14;0;7;7;0;2;30.0;1;2;30.0;1;3;34.0;1;2;0;0;2;43.0;1;2;42.0;1;1;33.0;1;2;37.0;1;2;2;30.82291666666666
367;39.76470588235294;44;35.29411764705883;32.0;36.05882352941177;42.0;39.33333333333334;7;45.0;42.0;41.0;26.0;36.35714285714285;0;14;14;0;7;7;0;2;33.0;1;2;30.0;1;3;35.0;1;2;0;0;2;36.0;1;2;35.0;1;1;43.0;1;2;45.0;1;2;2;38.46875
369;31.29411764705882;0;33.05882352941177;40.0;30.3;0.0;35.11111111111111;5;0.0;30.0;43.0;0.0;29.25;1;8;3;5;4;2;2;1;0.0;0;2;25.0;1;3;24.0;2;2;0;0;2;40.0;1;2;31.0;1;1;0.0;0;2;0.0;0;2;2;38.0
373;30.41176470588235;0;34.70588235294117;42.0;35.33333333333334;26.0;39.63636363636363;6;37.0;37.0;35.0;0.0;31.6;1;10;7;3;5;4;1;2;30.0;1;2;16.0;2;3;43.0;1;2;0;0;2;39.0;1;2;44.0;1;1;0.0;0;2;0.0;0;2;2;32.90909090909091
375;32.41176470588236;50;37.44117647058823;36.0;37.41176470588236;36.0;37.46666666666667;8;47.0;36.0;40.0;34.0;39.10714285714285;1;14;14;0;7;7;0;2;42.0;1;2;35.5;2;3;42.0;1;2;0;0;2;34.0;1;2;35.0;1;1;39.0;1;2;46.0;1;2;2;35.375
393;39.23529411764706;45;36.94117647058823;39.0;38.0;43.0;41.26666666666667;8;48.0;44.0;41.0;44.0;39.78571428571428;0;14;14;0;7;7;0;2;38.0;1;2;30.0;1;3;33.0;1;2;0;0;2;49.0;1;2;47.0;1;1;45.0;1;2;45.0;1;2;2;38.3125
394;37.41176470588236;38;34.29411764705883;39.0;34.20588235294117;34.0;37.33333333333334;7;32.0;33.0;43.0;35.0;33.21428571428572;2;14;11;3;7;6;1;2;30.0;1;2;28.0;2;3;35.0;1;2;0;0;2;36.0;1;2;40.0;1;1;32.5;2;2;37.0;1;2;2;33.0625
398;37.64705882352941;0;35.94117647058823;44.0;34.85294117647059;29.0;36.2;8;38.0;40.0;40.0;38.0;35.89285714285715;1;14;11;3;7;6;1;2;35.0;1;2;27.5;2;3;32.0;1;2;0;0;2;42.0;1;2;44.0;1;1;39.0;1;2;40.0;1;2;2;33.9375
403;35.8235294117647;42;36.64705882352941;50.0;35.64705882352941;31.0;40.6;8;40.0;43.0;44.0;39.0;35.42857142857143;0;14;14;0;7;7;0;2;34.0;1;2;30.0;1;3;38.0;1;2;0;0;2;40.0;1;2;40.0;1;1;31.0;1;2;40.0;1;2;2;39.875
410;35.58823529411764;46;37.52941176470588;48.0;36.58823529411764;43.0;37.93333333333333;8;49.0;37.0;44.0;35.0;37.78571428571428;2;14;14;0;7;7;0;2;33.0;2;2;30.0;2;3;40.0;1;2;0;0;2;42.0;1;2;43.0;1;1;44.0;1;2;39.0;1;2;2;32.9375
414;33.05882352941177;43;32.85294117647059;49.0;37.64705882352941;40.0;34.26666666666667;8;33.0;34.0;36.0;30.0;34.21428571428572;1;14;11;3;7;6;1;2;33.0;1;2;25.0;2;3;35.0;1;2;0;0;2;45.0;1;2;40.0;1;1;35.0;1;2;34.0;1;2;2;36.625
415;38.1764705882353;0;33.80392156862746;46.5;37.64705882352941;39.0;37.08888888888889;7;47.0;40.0;40.0;34.0;41.07142857142857;1;14;12;2;7;6;1;2;29.0;2;2;40.0;1;3;48.0;1;2;0;0;2;42.0;1;2;37.0;1;1;45.0;1;2;45.0;1;2;2;39.5625
416;31.97058823529412;41;38.47058823529412;50.0;37.0;32.0;39.86666666666667;8;43.0;40.0;43.0;40.0;39.14285714285715;0;14;14;0;7;7;0;2;36.0;1;2;34.0;1;3;45.0;1;2;0;0;2;39.0;1;2;46.0;1;1;36.0;1;2;44.0;1;2;2;37.625
418;31.41176470588235;48;36.47058823529412;45.0;34.11764705882353;30.0;40.0;8;37.0;45.0;41.0;43.0;40.85714285714285;0;14;14;0;7;7;0;2;37.0;1;2;42.0;1;3;43.0;1;2;0;0;2;45.0;1;2;36.0;1;1;44.0;1;2;36.0;1;2;2;34.40625
421;31.52941176470588;41;37.58823529411764;45.0;36.02941176470588;37.0;39.73333333333333;8;44.0;39.0;42.0;48.0;41.0;0;14;14;0;7;7;0;2;42.0;1;2;31.0;1;3;46.0;1;2;0;0;2;45.0;1;2;47.0;1;1;43.0;1;2;41.0;1;2;2;39.125
422;33.6764705882353;50;37.05882352941177;50.0;38.79411764705883;36.0;38.33333333333334;8;48.0;38.0;41.0;43.0;37.10714285714285;2;14;11;3;7;6;1;2;33.0;1;2;27.5;2;3;38.0;1;2;0;0;2;45.0;2;2;39.0;1;1;45.0;1;2;38.0;1;2;2;36.9375
429;33.14705882352941;40;36.33333333333333;50.0;34.61764705882353;48.0;39.4;8;34.5;41.0;40.0;41.0;38.78571428571428;0;14;14;0;7;7;0;2;33.0;1;2;40.0;1;3;38.0;1;2;0;0;2;45.0;1;2;37.0;1;1;38.0;1;2;39.0;1;2;2;32.86666666666667
436;33.58823529411764;40;34.64705882352941;45.0;34.26470588235294;32.0;39.0;8;48.0;43.0;42.0;41.0;33.78571428571428;0;14;14;0;7;7;0;2;35.0;1;2;31.0;1;3;32.0;1;2;0;0;2;40.0;1;2;34.0;1;1;36.0;1;2;30.0;1;2;2;35.8125
443;36.91176470588236;45;35.41176470588236;50.0;36.41176470588236;30.0;37.13333333333333;8;44.0;31.0;41.0;32.0;36.21428571428572;1;14;14;0;7;7;0;2;30.0;1;2;30.0;2;3;34.0;1;2;0;0;2;46.0;1;2;43.0;1;1;40.0;1;2;37.0;1;2;2;34.1875
449;37.29411764705883;49;36.88235294117647;50.0;38.23529411764706;31.0;40.8;8;40.0;43.0;44.0;40.0;37.28571428571428;0;14;14;0;7;7;0;2;35.0;1;2;33.0;1;3;39.0;1;2;0;0;2;46.0;1;2;39.0;1;1;34.0;1;2;38.0;1;2;2;38.1875
453;38.88235294117647;40;35.41176470588236;50.0;36.70588235294117;38.0;38.13333333333333;8;38.0;33.0;43.0;44.0;34.92857142857143;0;14;14;0;7;7;0;2;34.0;1;2;30.0;1;3;32.0;1;2;0;0;2;46.0;1;2;39.0;1;1;30.0;1;2;38.0;1;2;2;35.75
455;42.05882352941177;47;41.05882352941177;46.0;44.35294117647059;40.0;46.0;8;50.0;45.0;50.0;37.0;42.0;0;14;14;0;7;7;0;2;40.0;1;2;37.0;1;3;45.0;1;2;0;0;2;42.0;1;2;43.0;1;1;45.0;1;2;45.0;1;2;3;42.625
475;35.64705882352941;33;35.35294117647059;32.0;37.94117647058823;31.0;36.8;8;40.0;32.0;41.0;40.0;36.14285714285715;0;14;14;0;7;7;0;2;34.0;1;2;30.0;1;3;35.0;1;2;0;0;2;45.0;1;2;42.0;1;1;35.0;1;2;38.0;1;2;2;32.83333333333334
478;32.35294117647059;0;33.91176470588236;35.0;37.14705882352941;33.0;39.06666666666667;8;40.0;35.0;44.0;40.0;37.85714285714285;0;14;14;0;7;7;0;2;36.0;1;2;43.0;1;3;40.0;1;2;0;0;2;31.0;1;2;45.0;1;1;31.0;1;2;40.0;1;2;2;32.60416666666666
515;39.35294117647059;0;36.8235294117647;40.0;35.41176470588236;22.5;39.0;7;43.0;46.0;47.0;43.0;38.78571428571428;0;14;14;0;7;7;0;2;41.0;1;2;31.0;1;3;35.0;1;2;0;0;2;38.0;1;2;44.0;1;1;42.0;1;2;47.0;1;2;3;42.3125
516;38.23529411764706;0;38.35294117647059;42.0;38.47058823529412;30.0;41.33333333333334;8;48.0;42.0;41.0;36.0;39.57142857142857;0;14;14;0;7;7;0;2;35.0;1;2;35.0;1;3;46.0;1;2;0;0;2;35.0;1;2;43.0;1;1;42.0;1;2;45.0;1;2;2;39.1875
526;34.35294117647059;0;40.5;45.0;35.47058823529412;40.0;35.66666666666666;8;44.0;35.0;40.0;32.0;36.57142857142857;1;14;12;2;7;6;1;2;27.5;2;2;33.0;1;3;40.0;1;2;0;0;2;45.0;1;2;44.0;1;1;42.0;1;2;30.0;1;2;2;34.5
543;29.47058823529412;0;28.67777777777778;0.0;34.70588235294117;32.0;32.0;5;30.0;28.5;41.0;0.0;17.0;1;3;1;2;2;1;1;1;8.0;3;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;35.0;1;1;0.0;0;2;0.0;0;2;1;15.1
566;33.58823529411764;45;34.29411764705883;40.5;34.07843137254902;35.0;37.33333333333334;7;22.5;38.0;42.0;33.0;27.35714285714286;0;14;9;5;7;5;2;1;5.0;1;2;4.0;1;3;36.0;1;2;0;0;2;40.0;1;2;45.0;1;1;42.0;1;2;40.0;1;2;1;26.5
567;37.3235294117647;43;40.23529411764706;49.0;40.5;41.0;42.13333333333333;8;43.0;40.0;43.0;40.0;40.5;0;14;14;0;7;7;0;2;31.0;1;2;39.0;1;3;46.0;1;2;0;0;2;39.0;1;2;44.0;1;1;44.0;1;2;43.0;1;2;2;39.125
568;35.64705882352941;1;32.46666666666667;0.0;35.06666666666667;32.0;35.90909090909091;6;43.0;33.0;37.0;0.0;31.25;2;8;3;5;4;2;2;2;25.0;2;2;28.0;2;3;38.0;1;2;0;0;2;0.0;0;2;40.0;1;1;0.0;0;2;0.0;0;2;2;32.8
569;37.3235294117647;0;37.0;45.0;33.47058823529412;30.0;41.06666666666667;8;38.0;44.0;43.0;44.0;37.71428571428572;0;14;14;0;7;7;0;2;31.0;1;2;30.0;1;3;46.0;1;2;0;0;2;39.0;1;2;44.0;1;1;42.0;1;2;39.0;1;2;2;39.1875
570;38.29411764705883;43;40.11764705882353;46.0;41.41176470588236;44.0;40.8;8;46.0;48.0;44.0;32.0;45.42857142857143;0;14;14;0;7;7;0;2;46.0;1;2;45.0;1;3;47.0;1;2;0;0;2;48.0;1;2;39.0;1;1;46.0;1;2;44.0;1;2;2;40.0
572;36.8235294117647;42;38.47058823529412;50.0;32.8235294117647;25.5;38.73333333333333;8;39.0;42.0;38.0;42.0;39.53571428571428;2;14;14;0;7;7;0;2;34.0;2;2;31.5;2;3;43.0;1;2;0;0;2;50.0;1;2;41.0;1;1;42.0;1;2;40.0;1;2;3;40.25
574;34.41176470588236;44;36.94117647058823;40.0;39.23529411764706;39.0;41.13333333333333;8;47.0;35.0;44.0;40.0;41.71428571428572;0;14;14;0;7;7;0;2;34.0;1;2;41.0;1;3;45.0;1;2;0;0;2;43.0;1;2;45.0;1;1;44.0;1;2;42.0;1;2;2;37.1875
578;39.05882352941177;49;39.11764705882353;45.0;37.35294117647059;38.0;40.0;8;42.0;42.0;44.0;47.0;37.21428571428572;0;14;14;0;7;7;0;2;30.0;1;2;30.0;1;3;41.0;1;2;0;0;2;47.0;1;2;37.0;1;1;39.0;1;2;40.0;1;2;2;38.9375
580;38.70588235294117;50;35.70588235294117;30.0;35.64705882352941;28.5;42.33333333333334;8;42.0;45.0;40.0;42.0;33.85714285714285;2;14;11;3;7;6;1;2;30.0;1;2;24.0;2;3;41.0;1;2;0;0;2;30.5;2;2;47.0;1;1;41.0;1;2;35.0;1;2;2;32.5
585;36.52941176470588;44;37.0;42.0;39.58823529411764;42.0;41.06666666666667;8;45.0;46.0;45.0;38.0;37.17857142857143;1;14;14;0;7;7;0;2;30.0;1;2;30.5;2;3;44.0;1;2;0;0;2;43.0;1;2;39.0;1;1;32.0;1;2;46.0;1;2;2;37.97916666666666
587;36.64705882352941;50;39.14705882352941;47.0;37.76470588235294;31.0;39.66666666666666;8;40.0;37.5;42.0;36.0;39.64285714285715;1;14;14;0;7;7;0;2;41.0;1;2;35.0;2;3;43.0;1;2;0;0;2;39.0;1;2;44.0;1;1;44.0;1;2;36.0;1;2;2;39.25
589;34.05882352941177;0;35.35294117647059;45.0;37.70588235294117;33.0;39.6;7;40.0;47.0;43.0;41.0;37.14285714285715;1;14;12;2;7;6;1;2;27.0;2;2;45.0;1;3;43.0;1;2;0;0;2;40.0;1;2;35.0;1;1;33.0;1;2;32.0;1;2;2;32.46875
593;33.76470588235294;50;41.29411764705883;46.0;37.29411764705883;36.0;40.53333333333333;8;43.0;38.0;37.0;45.0;43.71428571428572;0;14;14;0;7;7;0;2;33.0;1;2;45.0;1;3;45.0;1;2;0;0;2;45.0;1;2;45.0;1;1;45.0;1;2;48.0;1;2;2;37.25
605;31.35294117647059;50;35.76470588235294;36.0;39.02941176470588;41.0;39.26666666666667;8;41.0;39.0;41.0;32.0;39.10714285714285;1;14;14;0;7;7;0;2;32.0;1;2;33.5;2;3;45.0;1;2;0;0;2;44.0;1;2;45.0;1;1;38.0;1;2;42.0;1;2;2;37.5625
607;34.73529411764706;48;41.6764705882353;50.0;38.41176470588236;44.0;43.46666666666667;8;41.0;48.0;43.0;45.0;42.64285714285715;0;14;14;0;7;7;0;2;37.0;1;2;40.0;1;3;49.0;1;2;0;0;2;45.0;1;2;47.0;1;1;44.0;1;2;40.0;1;2;3;41.625
608;32.76470588235294;50;39.64705882352941;35.0;38.76470588235294;35.0;43.13333333333333;8;49.0;47.0;44.0;44.0;42.21428571428572;0;14;14;0;7;7;0;2;31.0;1;2;45.0;1;3;47.0;1;2;0;0;2;44.0;1;2;46.0;1;1;43.0;1;2;40.0;1;2;2;34.4375
609;35.1764705882353;50;37.35294117647059;42.0;35.58823529411764;36.0;37.46666666666667;8;44.0;41.0;38.0;32.0;41.14285714285715;1;14;14;0;7;7;0;2;43.0;1;2;32.0;2;3;45.0;1;2;0;0;2;42.0;1;2;48.0;1;1;44.0;1;2;42.0;1;2;2;37.0
614;34.88235294117647;40;40.0;46.0;38.23529411764706;36.0;39.33333333333334;8;40.0;42.0;38.0;44.0;39.5;0;14;14;0;7;7;0;2;34.0;1;2;31.0;1;3;44.0;1;2;0;0;2;48.0;1;2;44.0;1;1;41.0;1;2;41.0;1;2;2;36.5
619;35.64705882352941;43;36.35294117647059;40.0;38.29411764705883;39.0;36.2;8;38.0;39.0;43.0;34.0;38.10714285714285;1;14;14;0;7;7;0;2;40.0;1;2;31.5;2;3;41.0;1;2;0;0;2;40.0;1;2;49.0;1;1;43.0;1;2;31.0;1;2;2;35.5
622;36.0;47;38.58823529411764;50.0;41.52941176470588;31.0;42.86666666666667;8;50.0;44.0;43.0;43.0;41.57142857142857;0;14;14;0;7;7;0;2;39.0;1;2;39.0;1;3;43.0;1;2;0;0;2;45.0;1;2;43.0;1;1;37.0;1;2;47.0;1;2;2;38.9375
624;38.26470588235294;38;40.47058823529412;46.0;41.52941176470588;40.0;44.33333333333334;8;49.0;45.0;40.0;45.0;42.0;0;14;14;0;7;7;0;2;46.0;1;2;36.0;1;3;40.0;1;2;0;0;2;43.0;1;2;44.0;1;1;45.0;1;2;44.0;1;2;3;44.1875
625;28.91176470588235;43;36.02941176470588;50.0;34.8235294117647;30.0;35.66666666666666;8;35.0;36.0;42.0;36.0;37.35714285714285;1;14;12;2;7;6;1;2;29.5;2;2;34.0;1;3;42.0;1;2;0;0;2;41.0;1;2;40.0;1;1;34.0;1;2;44.0;1;2;2;36.9375
627;37.94117647058823;0;39.41176470588236;47.0;39.11764705882353;46.0;42.6;8;43.0;43.0;44.0;50.0;43.28571428571428;0;14;14;0;7;7;0;2;34.0;1;2;45.0;1;3;48.0;1;2;0;0;2;43.0;1;2;47.0;1;1;48.0;1;2;39.0;1;2;3;40.6875
632;35.35294117647059;46;40.35294117647059;47.0;39.1764705882353;39.0;36.8;8;38.0;39.0;40.0;32.0;38.21428571428572;0;14;14;0;7;7;0;2;35.0;1;2;30.0;1;3;44.0;1;2;0;0;2;41.0;1;2;37.0;1;1;41.0;1;2;43.0;1;2;2;39.5
635;30.41176470588235;0;34.58823529411764;37.0;38.1764705882353;24.0;41.8;8;44.0;35.0;43.0;43.0;40.5;0;14;14;0;7;7;0;2;40.0;1;2;41.0;1;3;42.0;1;2;0;0;2;44.0;1;2;42.0;1;1;36.0;1;2;39.0;1;2;2;37.71875
637;36.23529411764706;42;36.1764705882353;50.0;40.64705882352941;36.0;38.13333333333333;8;44.0;38.0;41.0;47.0;36.78571428571428;0;14;14;0;7;7;0;2;32.0;1;2;30.0;1;3;44.0;1;2;0;0;2;44.0;1;2;43.0;1;1;41.0;1;2;30.0;1;2;2;35.6875
639;35.3235294117647;43;37.08823529411764;30.0;39.58823529411764;33.0;41.06666666666667;8;41.0;40.0;42.0;48.0;39.42857142857143;0;14;14;0;7;7;0;2;31.0;1;2;30.0;1;3;46.0;1;2;0;0;2;40.0;1;2;42.0;1;1;50.0;1;2;43.0;1;2;2;34.5625
641;38.58823529411764;0;40.94117647058823;46.0;39.23529411764706;34.0;44.13333333333333;8;45.0;41.0;40.0;44.0;41.64285714285715;0;14;14;0;7;7;0;2;40.0;1;2;34.0;1;3;45.0;1;2;0;0;2;48.0;1;2;43.0;1;1;42.0;1;2;44.0;1;2;3;40.6875
648;36.29411764705883;43;40.41176470588236;46.0;40.05882352941177;43.0;41.06666666666667;8;41.0;48.0;43.0;42.0;42.92857142857143;0;14;14;0;7;7;0;2;47.0;1;2;40.0;1;3;47.0;1;2;0;0;2;43.0;1;2;43.0;1;1;42.0;1;2;40.0;1;2;3;41.0
650;33.85294117647059;48;34.1764705882353;41.0;39.29411764705883;38.0;41.06666666666667;8;38.0;46.0;37.0;45.0;39.57142857142857;0;14;14;0;7;7;0;2;34.0;1;2;43.0;1;3;46.0;1;2;0;0;2;42.0;1;2;41.0;1;1;37.0;1;2;33.0;1;2;2;38.47916666666667
652;35.3235294117647;50;40.29411764705883;44.0;38.8235294117647;36.0;39.2;8;41.0;43.0;41.0;37.0;42.92857142857143;0;14;14;0;7;7;0;2;43.0;1;2;48.0;1;3;44.0;1;2;0;0;2;38.0;1;2;43.0;1;1;38.0;1;2;44.0;1;2;3;42.0
662;30.17647058823529;0;35.47058823529412;35.5;34.58823529411764;30.5;36.46666666666667;8;36.0;38.0;45.0;34.0;39.78571428571428;0;14;14;0;7;7;0;2;32.0;1;2;41.0;1;3;49.0;1;2;0;0;2;39.0;1;2;30.0;1;1;36.0;1;2;46.0;1;2;2;34.25
668;34.6078431372549;48;35.38235294117647;46.0;35.76470588235294;31.0;35.8;6;47.0;34.0;38.0;30.0;37.28571428571428;0;14;14;0;7;7;0;2;33.0;1;2;31.0;1;3;41.0;1;2;0;0;2;38.0;1;2;37.0;1;1;43.0;1;2;41.0;1;2;2;32.25
683;36.88235294117647;40;36.70588235294117;50.0;34.88235294117647;35.0;35.73333333333333;7;42.0;33.0;40.0;34.0;30.0;2;14;7;7;7;4;3;1;22.0;2;2;29.0;2;3;38.0;1;2;0;0;2;42.0;1;2;31.0;1;1;44.0;1;2;5.0;1;2;2;34.0
685;35.8235294117647;0;37.88235294117647;40.0;37.94117647058823;40.0;40.2;8;32.0;44.0;48.0;40.0;36.64285714285715;2;14;9;5;7;5;2;2;25.0;2;2;27.33333333333333;3;3;41.0;1;2;0;0;2;43.0;1;2;47.0;1;1;39.0;1;2;44.0;1;2;2;39.46875
704;39.52941176470588;50;37.94117647058823;39.0;37.11764705882353;42.0;38.46666666666667;8;50.0;42.0;37.0;37.0;37.71428571428572;0;14;14;0;7;7;0;2;35.0;1;2;31.0;1;3;43.0;1;2;0;0;2;38.0;1;2;45.0;1;1;33.0;1;2;46.0;1;2;2;39.72916666666666
751;39.70588235294117;42;39.94117647058823;40.0;42.76470588235294;45.0;41.2;8;50.0;45.0;42.0;44.0;39.14285714285715;0;14;14;0;7;7;0;2;38.0;1;2;32.0;1;3;43.0;1;2;0;0;2;46.0;1;2;30.0;1;1;43.0;1;2;41.0;1;2;2;37.8125
803;35.58823529411764;41;38.88235294117647;46.0;35.76470588235294;34.0;39.4;8;40.0;45.0;43.0;36.0;40.92857142857143;0;14;14;0;7;7;0;2;40.0;1;2;39.0;1;3;46.0;1;2;0;0;2;40.0;1;2;36.0;1;1;41.0;1;2;43.0;1;2;2;35.84375
807;35.79411764705883;50;38.23529411764706;40.0;37.52941176470588;27.0;36.66666666666666;7;42.0;38.0;44.0;41.0;37.28571428571428;1;14;12;2;7;6;1;2;39.0;1;2;37.0;1;3;43.0;1;2;0;0;2;27.5;2;2;38.0;1;1;37.0;1;2;40.0;1;2;2;38.625
